osm_type,osm_id,building,name,levels,source_tags,geom_wkt
"way","1368597451","residential","","","{""building"":""residential""}","POLYGON((-63.1877104 46.2500441,-63.1876652 46.2499581,-63.1874722 46.2500066,-63.1875174 46.2500926,-63.1877104 46.2500441))"
"way","1368597452","yes","","","{""building"":""yes""}","POLYGON((-63.1874679 46.2500138,-63.1874231 46.2499233,-63.1873162 46.2499486,-63.1873610 46.2500391,-63.1874679 46.2500138))"
"way","1368597453","house","","","{""building"":""house""}","POLYGON((-63.1879636 46.2497891,-63.1880131 46.2497338,-63.1879922 46.2497248,-63.1880639 46.2496445,-63.1879589 46.2495997,-63.1878377 46.2497353,-63.1879636 46.2497891))"
"way","1368597454","house","","","{""building"":""house""}","POLYGON((-63.1868726 46.2502571,-63.1868303 46.2501667,-63.1866470 46.2502076,-63.1866893 46.2502981,-63.1868726 46.2502571))"
"way","1368597455","house","","","{""building"":""house""}","POLYGON((-63.1864043 46.2503585,-63.1863596 46.2502677,-63.1861952 46.2503063,-63.1862400 46.2503972,-63.1864043 46.2503585))"
"way","1368597456","house","","","{""building"":""house""}","POLYGON((-63.1860183 46.2504417,-63.1859783 46.2503574,-63.1858059 46.2503964,-63.1857785 46.2503385,-63.1856593 46.2503655,-63.1857125 46.2504778,-63.1858089 46.2504559,-63.1858231 46.2504859,-63.1860183 46.2504417))"
"way","1368597457","house","","","{""building"":""house""}","POLYGON((-63.1856321 46.2505379,-63.1855895 46.2504428,-63.1853764 46.2504884,-63.1854191 46.2505836,-63.1856321 46.2505379))"
"way","1368597458","house","","","{""building"":""house""}","POLYGON((-63.1851865 46.2506250,-63.1851502 46.2505414,-63.1849544 46.2505820,-63.1849697 46.2506174,-63.1848858 46.2506348,-63.1849233 46.2507212,-63.1850411 46.2506967,-63.1850246 46.2506586,-63.1851865 46.2506250))"
"way","1368597459","house","","","{""building"":""house""}","POLYGON((-63.1850214 46.2502960,-63.1849634 46.2501553,-63.1848376 46.2501801,-63.1848955 46.2503207,-63.1850214 46.2502960))"
"way","1368597460","house","","","{""building"":""house""}","POLYGON((-63.1848339 46.2499188,-63.1847540 46.2497430,-63.1846274 46.2497705,-63.1847072 46.2499463,-63.1848339 46.2499188))"
"way","1368597461","house","","","{""building"":""house""}","POLYGON((-63.1842894 46.2509084,-63.1844987 46.2507247,-63.1843768 46.2506583,-63.1841675 46.2508420,-63.1842894 46.2509084))"
"way","1368597462","house","","","{""building"":""house""}","POLYGON((-63.1842806 46.2504381,-63.1842517 46.2503516,-63.1841960 46.2503605,-63.1841759 46.2503004,-63.1841375 46.2503065,-63.1840948 46.2501784,-63.1839521 46.2502012,-63.1840156 46.2503916,-63.1840567 46.2503850,-63.1840848 46.2504694,-63.1842806 46.2504381))"
"way","1368597463","house","","","{""building"":""house""}","POLYGON((-63.1840077 46.2500017,-63.1838568 46.2498155,-63.1837201 46.2498684,-63.1838710 46.2500547,-63.1840077 46.2500017))"
"way","1368597466","house","","","{""building"":""house""}","POLYGON((-63.1845848 46.2496298,-63.1844894 46.2494460,-63.1843545 46.2494794,-63.1844499 46.2496633,-63.1845848 46.2496298))"
"way","1368597467","house","","","{""building"":""house""}","POLYGON((-63.1849899 46.2494412,-63.1849509 46.2493536,-63.1848088 46.2493838,-63.1848478 46.2494714,-63.1849899 46.2494412))"
"way","1368597468","house","","","{""building"":""house""}","POLYGON((-63.1853823 46.2493537,-63.1853471 46.2492784,-63.1852114 46.2493088,-63.1852466 46.2493841,-63.1853823 46.2493537))"
"way","1368597469","house","","","{""building"":""house""}","POLYGON((-63.1858088 46.2492576,-63.1857671 46.2491674,-63.1855795 46.2492089,-63.1856212 46.2492991,-63.1858088 46.2492576))"
"way","1368597470","house","","","{""building"":""house""}","POLYGON((-63.1861472 46.2491838,-63.1861118 46.2491026,-63.1858851 46.2491498,-63.1859204 46.2492310,-63.1861472 46.2491838))"
"way","1368597471","yes","","","{""building"":""yes""}","POLYGON((-63.1866682 46.2490592,-63.1866240 46.2489733,-63.1863295 46.2490457,-63.1863737 46.2491316,-63.1866682 46.2490592))"
"way","1368597472","house","","","{""building"":""house""}","POLYGON((-63.1870562 46.2489670,-63.1870117 46.2488687,-63.1868013 46.2489143,-63.1868458 46.2490126,-63.1870562 46.2489670))"
"way","1368597473","house","","","{""building"":""house""}","POLYGON((-63.1874137 46.2488843,-63.1873750 46.2487954,-63.1870882 46.2488552,-63.1871390 46.2489718,-63.1872475 46.2489492,-63.1872354 46.2489215,-63.1874137 46.2488843))"
"way","1368597474","house","","","{""building"":""house""}","POLYGON((-63.1877058 46.2488606,-63.1876632 46.2487682,-63.1876133 46.2487792,-63.1875955 46.2487406,-63.1874910 46.2487636,-63.1875513 46.2488947,-63.1877058 46.2488606))"
"way","1368597475","yes","","","{""building"":""yes""}","POLYGON((-63.1876443 46.2490424,-63.1876046 46.2489485,-63.1875177 46.2489661,-63.1875573 46.2490600,-63.1876443 46.2490424))"
"way","1368597476","yes","","","{""building"":""yes""}","POLYGON((-63.1878941 46.2492448,-63.1878254 46.2490911,-63.1876929 46.2491194,-63.1877617 46.2492731,-63.1878941 46.2492448))"
"way","1368597477","house","","","{""building"":""house""}","POLYGON((-63.1887625 46.2495034,-63.1886654 46.2492839,-63.1885337 46.2493118,-63.1886308 46.2495312,-63.1887625 46.2495034))"
"way","1368597478","house","","","{""building"":""house""}","POLYGON((-63.1886299 46.2491665,-63.1885735 46.2490426,-63.1884402 46.2490716,-63.1884966 46.2491955,-63.1886299 46.2491665))"
"way","1368597479","yes","","","{""building"":""yes""}","POLYGON((-63.1888479 46.2492202,-63.1888043 46.2491268,-63.1886935 46.2491516,-63.1887371 46.2492450,-63.1888479 46.2492202))"
"way","1368597480","house","","","{""building"":""house""}","POLYGON((-63.1885339 46.2489265,-63.1884605 46.2487833,-63.1883387 46.2488131,-63.1884120 46.2489564,-63.1885339 46.2489265))"
"way","1368597481","house","","","{""building"":""house""}","POLYGON((-63.1883877 46.2486512,-63.1883210 46.2485088,-63.1881950 46.2485370,-63.1882617 46.2486794,-63.1883877 46.2486512))"
"way","1368597482","yes","","","{""building"":""yes""}","POLYGON((-63.1882758 46.2484176,-63.1882420 46.2483317,-63.1881129 46.2483560,-63.1881467 46.2484419,-63.1882758 46.2484176))"
"way","1368597483","house","","","{""building"":""house""}","POLYGON((-63.1882038 46.2481476,-63.1881580 46.2480224,-63.1880531 46.2480408,-63.1880739 46.2480976,-63.1880145 46.2481080,-63.1880396 46.2481764,-63.1882038 46.2481476))"
"way","1368597484","residential","","","{""building"":""residential""}","POLYGON((-63.1880366 46.2478997,-63.1879967 46.2477988,-63.1879570 46.2478063,-63.1878579 46.2475552,-63.1877269 46.2475799,-63.1877783 46.2477101,-63.1878000 46.2477060,-63.1878554 46.2478461,-63.1878934 46.2478390,-63.1879256 46.2479207,-63.1880366 46.2478997))"
"way","1368597485","house","","","{""building"":""house""}","POLYGON((-63.1893902 46.2493410,-63.1893334 46.2491982,-63.1892032 46.2492229,-63.1892601 46.2493658,-63.1893902 46.2493410))"
"way","1368597486","house","","","{""building"":""house""}","POLYGON((-63.1892791 46.2490779,-63.1891975 46.2488758,-63.1890647 46.2489015,-63.1891463 46.2491035,-63.1892791 46.2490779))"
"way","1368597487","house","","","{""building"":""house""}","POLYGON((-63.1891431 46.2487942,-63.1890864 46.2486571,-63.1889561 46.2486828,-63.1890128 46.2488200,-63.1891431 46.2487942))"
"way","1368597488","house","","","{""building"":""house""}","POLYGON((-63.1890321 46.2485352,-63.1889529 46.2483555,-63.1888137 46.2483848,-63.1888929 46.2485646,-63.1890321 46.2485352))"
"way","1368597489","house","","","{""building"":""house""}","POLYGON((-63.1887679 46.2483327,-63.1886758 46.2481310,-63.1888062 46.2481026,-63.1888984 46.2483042,-63.1887679 46.2483327))"
"way","1368597490","house","","","{""building"":""house""}","POLYGON((-63.1887967 46.2479882,-63.1887555 46.2478953,-63.1886325 46.2479214,-63.1886737 46.2480143,-63.1887967 46.2479882))"
"way","1368597491","house","","","{""building"":""house""}","POLYGON((-63.1885760 46.2477700,-63.1885381 46.2476515,-63.1885760 46.2476457,-63.1885291 46.2474992,-63.1883804 46.2475219,-63.1884652 46.2477870,-63.1885760 46.2477700))"
"way","1368597492","house","","","{""building"":""house""}","POLYGON((-63.1874030 46.2482608,-63.1873278 46.2481017,-63.1872080 46.2481288,-63.1872832 46.2482879,-63.1874030 46.2482608))"
"way","1368597493","house","","","{""building"":""house""}","POLYGON((-63.1870975 46.2483998,-63.1870623 46.2483139,-63.1868829 46.2483490,-63.1869182 46.2484350,-63.1870975 46.2483998))"
"way","1368597494","house","","","{""building"":""house""}","POLYGON((-63.1867234 46.2484772,-63.1866873 46.2483961,-63.1865434 46.2484268,-63.1865574 46.2484582,-63.1864927 46.2484720,-63.1865239 46.2485420,-63.1865984 46.2485261,-63.1865893 46.2485058,-63.1867234 46.2484772))"
"way","1368597495","house","","","{""building"":""house""}","POLYGON((-63.1862851 46.2484933,-63.1863273 46.2485845,-63.1861401 46.2486259,-63.1860979 46.2485347,-63.1862851 46.2484933))"
"way","1368597496","house","","","{""building"":""house""}","POLYGON((-63.1858438 46.2486793,-63.1858072 46.2485964,-63.1855413 46.2486525,-63.1855778 46.2487354,-63.1858438 46.2486793))"
"way","1368597497","house","","","{""building"":""house""}","POLYGON((-63.1853940 46.2487737,-63.1853555 46.2486877,-63.1851743 46.2487264,-63.1852129 46.2488125,-63.1853940 46.2487737))"
"way","1368597498","house","","","{""building"":""house""}","POLYGON((-63.1850300 46.2488644,-63.1849876 46.2487788,-63.1848146 46.2488197,-63.1848569 46.2489054,-63.1850300 46.2488644))"
"way","1368597499","house","","","{""building"":""house""}","POLYGON((-63.1846530 46.2489518,-63.1846103 46.2488674,-63.1843637 46.2489271,-63.1844065 46.2490116,-63.1846530 46.2489518))"
"way","1368597500","house","","","{""building"":""house""}","POLYGON((-63.1842198 46.2490821,-63.1841581 46.2490048,-63.1841032 46.2490257,-63.1840709 46.2489852,-63.1840986 46.2489746,-63.1840292 46.2488878,-63.1838887 46.2489414,-63.1839610 46.2490320,-63.1839716 46.2490279,-63.1840047 46.2490694,-63.1840439 46.2490544,-63.1841020 46.2491271,-63.1842198 46.2490821))"
"way","1368597501","house","","","{""building"":""house""}","POLYGON((-63.1838292 46.2486787,-63.1837835 46.2486163,-63.1838316 46.2485995,-63.1837755 46.2485227,-63.1836984 46.2485496,-63.1837098 46.2485652,-63.1836169 46.2485977,-63.1837073 46.2487214,-63.1838292 46.2486787))"
"way","1368597502","yes","","","{""building"":""yes""}","POLYGON((-63.1843514 46.2487181,-63.1843213 46.2486475,-63.1841848 46.2486754,-63.1842150 46.2487460,-63.1843514 46.2487181))"
"way","1368597503","house","","","{""building"":""house""}","POLYGON((-63.1845384 46.2485260,-63.1844790 46.2484001,-63.1843038 46.2484397,-63.1843253 46.2484851,-63.1841611 46.2485221,-63.1841991 46.2486025,-63.1845384 46.2485260))"
"way","1368597504","house","","","{""building"":""house""}","POLYGON((-63.1848493 46.2484148,-63.1848124 46.2483240,-63.1846152 46.2483623,-63.1846476 46.2484421,-63.1845641 46.2484584,-63.1845956 46.2485358,-63.1847078 46.2485139,-63.1846809 46.2484476,-63.1848493 46.2484148))"
"way","1368597505","house","","","{""building"":""house""}","POLYGON((-63.1853068 46.2483734,-63.1852445 46.2482339,-63.1851288 46.2482587,-63.1851384 46.2482803,-63.1849731 46.2483157,-63.1850258 46.2484335,-63.1853068 46.2483734))"
"way","1368597506","house","","","{""building"":""house""}","POLYGON((-63.1856347 46.2482818,-63.1855970 46.2481999,-63.1855042 46.2482202,-63.1854971 46.2482047,-63.1854212 46.2482213,-63.1854659 46.2483188,-63.1856347 46.2482818))"
"way","1368597507","yes","","","{""building"":""yes""}","POLYGON((-63.1857952 46.2483728,-63.1857555 46.2482791,-63.1856495 46.2483006,-63.1856892 46.2483943,-63.1857952 46.2483728))"
"way","1368597508","house","","","{""building"":""house""}","POLYGON((-63.1861798 46.2481721,-63.1861386 46.2480788,-63.1859496 46.2481187,-63.1859908 46.2482120,-63.1861798 46.2481721))"
"way","1368597509","house","","","{""building"":""house""}","POLYGON((-63.1865841 46.2480301,-63.1865488 46.2479340,-63.1864208 46.2479565,-63.1864268 46.2479729,-63.1862578 46.2480026,-63.1862982 46.2481124,-63.1864389 46.2480876,-63.1864279 46.2480576,-63.1865841 46.2480301))"
"way","1368597510","house","","","{""building"":""house""}","POLYGON((-63.1868595 46.2479777,-63.1868220 46.2478760,-63.1867311 46.2478920,-63.1867384 46.2479119,-63.1866263 46.2479316,-63.1866564 46.2480135,-63.1868595 46.2479777))"
"way","1368597511","house","","","{""building"":""house""}","POLYGON((-63.1872934 46.2478772,-63.1872508 46.2477897,-63.1869899 46.2478503,-63.1870324 46.2479378,-63.1872934 46.2478772))"
"way","1368602319","house","","","{""building"":""house""}","POLYGON((-63.1874904 46.2472642,-63.1874496 46.2471726,-63.1872566 46.2472137,-63.1872975 46.2473054,-63.1874904 46.2472642))"
"way","1368602320","house","","","{""building"":""house""}","POLYGON((-63.1871413 46.2473358,-63.1870994 46.2472500,-63.1868505 46.2473080,-63.1868924 46.2473939,-63.1871413 46.2473358))"
"way","1368602321","house","","","{""building"":""house""}","POLYGON((-63.1864926 46.2474664,-63.1864502 46.2473777,-63.1862536 46.2474227,-63.1862961 46.2475114,-63.1864926 46.2474664))"
"way","1368602322","house","","","{""building"":""house""}","POLYGON((-63.1861241 46.2475538,-63.1860814 46.2474676,-63.1858813 46.2475149,-63.1859239 46.2476012,-63.1861241 46.2475538))"
"way","1368602323","house","","","{""building"":""house""}","POLYGON((-63.1857698 46.2476557,-63.1857262 46.2475666,-63.1854735 46.2476257,-63.1855171 46.2477148,-63.1857698 46.2476557))"
"way","1368602324","house","","","{""building"":""house""}","POLYGON((-63.1853650 46.2477333,-63.1853336 46.2476538,-63.1850829 46.2477011,-63.1851223 46.2478008,-63.1852376 46.2477791,-63.1852296 46.2477589,-63.1853650 46.2477333))"
"way","1368602325","house","","","{""building"":""house""}","POLYGON((-63.1849938 46.2478316,-63.1849574 46.2477391,-63.1846923 46.2477890,-63.1847287 46.2478815,-63.1849938 46.2478316))"
"way","1368602326","house","","","{""building"":""house""}","POLYGON((-63.1845745 46.2478859,-63.1845225 46.2477680,-63.1843917 46.2477956,-63.1844068 46.2478298,-63.1842993 46.2478525,-63.1843500 46.2479673,-63.1844552 46.2479451,-63.1844415 46.2479140,-63.1845745 46.2478859))"
"way","1368602327","house","","","{""building"":""house""}","POLYGON((-63.1842338 46.2479604,-63.1841945 46.2478812,-63.1840614 46.2479128,-63.1840555 46.2479009,-63.1839456 46.2479270,-63.1840057 46.2480478,-63.1841314 46.2480180,-63.1841166 46.2479882,-63.1842338 46.2479604))"
"way","1368602328","house","","","{""building"":""house""}","POLYGON((-63.1838454 46.2480907,-63.1838041 46.2480048,-63.1836155 46.2480482,-63.1836569 46.2481341,-63.1838454 46.2480907))"
"way","1368602329","house","","","{""building"":""house""}","POLYGON((-63.1835144 46.2481625,-63.1834454 46.2480162,-63.1833111 46.2480465,-63.1833800 46.2481927,-63.1835144 46.2481625))"
"way","1368602334","house","","","{""building"":""house""}","POLYGON((-63.1851120 46.2472287,-63.1850925 46.2471336,-63.1850167 46.2471410,-63.1850133 46.2471245,-63.1848483 46.2471407,-63.1848682 46.2472378,-63.1850176 46.2472232,-63.1850206 46.2472377,-63.1851120 46.2472287))"
"way","1368602335","house","","","{""building"":""house""}","POLYGON((-63.1846728 46.2473127,-63.1847486 46.2471672,-63.1846505 46.2471428,-63.1846388 46.2471651,-63.1845200 46.2471355,-63.1844558 46.2472586,-63.1846728 46.2473127))"
"way","1368597465","house","","","{""building"":""house""}","POLYGON((-63.1830742 46.2488188,-63.1830341 46.2487263,-63.1828336 46.2487678,-63.1828738 46.2488603,-63.1830742 46.2488188))"
"way","1368602330","house","","","{""building"":""house""}","POLYGON((-63.1824328 46.2484759,-63.1824777 46.2483867,-63.1824117 46.2483708,-63.1824719 46.2482511,-63.1823282 46.2482165,-63.1822230 46.2484253,-63.1824328 46.2484759))"
"way","1368602373","house","","","{""building"":""house""}","POLYGON((-63.1830141 46.2477233,-63.1831643 46.2475782,-63.1830189 46.2475063,-63.1828688 46.2476514,-63.1830141 46.2477233))"
"way","1368602376","house","","","{""building"":""house""}","POLYGON((-63.1822542 46.2476786,-63.1822137 46.2475979,-63.1821305 46.2476179,-63.1820738 46.2475049,-63.1818807 46.2475512,-63.1819778 46.2477448,-63.1822542 46.2476786))"
"way","1082452485","yes","","","{""building"":""yes""}","POLYGON((-63.1815394 46.2586131,-63.1815040 46.2585247,-63.1813430 46.2585555,-63.1813784 46.2586439,-63.1815394 46.2586131))"
"way","1368596176","house","","","{""building"":""house""}","POLYGON((-63.1897979 46.2520538,-63.1897454 46.2519534,-63.1895985 46.2519902,-63.1896156 46.2520229,-63.1895417 46.2520414,-63.1895771 46.2521091,-63.1897979 46.2520538))"
"way","1368596177","barn","","","{""building"":""barn""}","POLYGON((-63.1891452 46.2520001,-63.1890428 46.2517718,-63.1888424 46.2518147,-63.1889203 46.2519885,-63.1888488 46.2520038,-63.1888679 46.2520465,-63.1888177 46.2520573,-63.1888707 46.2521755,-63.1890652 46.2521338,-63.1890174 46.2520274,-63.1891452 46.2520001))"
"way","1368597464","house","","","{""building"":""house""}","POLYGON((-63.1835298 46.2494045,-63.1834179 46.2492685,-63.1834301 46.2492636,-63.1833587 46.2491768,-63.1832046 46.2492374,-63.1833880 46.2494603,-63.1835298 46.2494045))"
"way","1368602374","house","","","{""building"":""house""}","POLYGON((-63.1834198 46.2474245,-63.1834066 46.2471858,-63.1832803 46.2471891,-63.1832828 46.2472335,-63.1832276 46.2472350,-63.1832341 46.2473544,-63.1832635 46.2473537,-63.1832676 46.2474285,-63.1834198 46.2474245))"
"way","547304561","yes","Petro-Canada","","{""addr:city"":""Cornwall"",""addr:housenumber"":""25"",""addr:postcode"":""C0A 1H0"",""addr:province"":""Prince Edward Island"",""addr:street"":""Capital Drive"",""amenity"":""fuel"",""building"":""yes"",""name"":""Petro-Canada"",""phone"":""+1-902-368-8080""}","POLYGON((-63.1879668 46.2572053,-63.1877683 46.2572433,-63.1877255 46.2571364,-63.1879239 46.2570983,-63.1879668 46.2572053))"
"way","700861979","roof","","","{""building"":""roof""}","POLYGON((-63.1878623 46.2570795,-63.1877328 46.2571045,-63.1876765 46.2569650,-63.1878060 46.2569400,-63.1878623 46.2570795))"
"way","700861982","yes","","","{""building"":""yes"",""office"":""yes""}","POLYGON((-63.1885067 46.2569963,-63.1882429 46.2570450,-63.1882129 46.2569672,-63.1884767 46.2569185,-63.1885067 46.2569963))"
"way","700861984","yes","","","{""building"":""yes""}","POLYGON((-63.1889529 46.2570420,-63.1886897 46.2570900,-63.1886478 46.2569800,-63.1889109 46.2569320,-63.1889529 46.2570420))"
"way","700861986","yes","","","{""building"":""yes""}","POLYGON((-63.1888390 46.2572889,-63.1887140 46.2573137,-63.1886504 46.2571604,-63.1887409 46.2571425,-63.1887829 46.2572436,-63.1888173 46.2572368,-63.1888390 46.2572889))"
"way","700861987","yes","","","{""building"":""yes""}","POLYGON((-63.1892511 46.2568587,-63.1890795 46.2568946,-63.1890336 46.2567898,-63.1892051 46.2567539,-63.1892511 46.2568587))"
"way","1356242064","residential","","","{""building"":""residential""}","POLYGON((-63.1897494 46.2526656,-63.1897117 46.2525851,-63.1895317 46.2526255,-63.1895183 46.2525970,-63.1894022 46.2526230,-63.1894533 46.2527320,-63.1897494 46.2526656))"
"way","1356242065","residential","","","{""building"":""residential""}","POLYGON((-63.1890034 46.2528382,-63.1889580 46.2527397,-63.1887438 46.2527870,-63.1887893 46.2528854,-63.1890034 46.2528382))"
"way","1356242066","residential","","","{""building"":""residential""}","POLYGON((-63.1886505 46.2529187,-63.1886067 46.2528182,-63.1883787 46.2528657,-63.1884225 46.2529662,-63.1886505 46.2529187))"
"way","1356242067","residential","","","{""building"":""residential""}","POLYGON((-63.1882200 46.2529858,-63.1881821 46.2528821,-63.1880292 46.2529089,-63.1880671 46.2530126,-63.1882200 46.2529858))"
"way","1356242068","residential","","","{""building"":""residential""}","POLYGON((-63.1873664 46.2531853,-63.1873216 46.2530934,-63.1871357 46.2531367,-63.1871608 46.2531883,-63.1871987 46.2531795,-63.1872183 46.2532198,-63.1873664 46.2531853))"
"way","1356242069","residential","","","{""building"":""residential""}","POLYGON((-63.1868927 46.2532621,-63.1868619 46.2531929,-63.1866331 46.2532417,-63.1866777 46.2533416,-63.1868349 46.2533081,-63.1868212 46.2532773,-63.1868927 46.2532621))"
"way","1356242070","residential","","","{""building"":""residential""}","POLYGON((-63.1865138 46.2533497,-63.1864683 46.2532545,-63.1861874 46.2533187,-63.1862329 46.2534139,-63.1865138 46.2533497))"
"way","1356242071","residential","","","{""building"":""residential""}","POLYGON((-63.1861328 46.2534111,-63.1860864 46.2533152,-63.1857901 46.2533839,-63.1858366 46.2534798,-63.1861328 46.2534111))"
"way","1356242072","residential","","","{""building"":""residential""}","POLYGON((-63.1855678 46.2535156,-63.1855354 46.2534054,-63.1856252 46.2533928,-63.1855922 46.2532810,-63.1854644 46.2532990,-63.1854800 46.2533516,-63.1853675 46.2533674,-63.1854174 46.2535368,-63.1855678 46.2535156))"
"way","1356242073","residential","","","{""building"":""residential""}","POLYGON((-63.1852851 46.2538718,-63.1851944 46.2536753,-63.1850197 46.2537138,-63.1851103 46.2539103,-63.1852851 46.2538718))"
"way","1356242074","residential","","","{""building"":""residential""}","POLYGON((-63.1858967 46.2541365,-63.1858747 46.2540509,-63.1857789 46.2540627,-63.1857643 46.2540057,-63.1856299 46.2540221,-63.1856665 46.2541647,-63.1858967 46.2541365))"
"way","1356242075","residential","","","{""building"":""residential""}","POLYGON((-63.1863299 46.2539007,-63.1862832 46.2538004,-63.1860591 46.2538503,-63.1861058 46.2539506,-63.1863299 46.2539007))"
"way","1356242076","residential","","","{""building"":""residential""}","POLYGON((-63.1867371 46.2538316,-63.1866836 46.2537226,-63.1865056 46.2537644,-63.1865591 46.2538734,-63.1867371 46.2538316))"
"way","1356242077","residential","","","{""building"":""residential""}","POLYGON((-63.1871846 46.2537177,-63.1871381 46.2536223,-63.1869725 46.2536609,-63.1870388 46.2537969,-63.1871038 46.2537817,-63.1870840 46.2537412,-63.1871846 46.2537177))"
"way","1356242078","residential","","","{""building"":""residential""}","POLYGON((-63.1875668 46.2536396,-63.1875230 46.2535429,-63.1873549 46.2535793,-63.1873986 46.2536760,-63.1875668 46.2536396))"
"way","1356242079","residential","","","{""building"":""residential""}","POLYGON((-63.1878849 46.2535773,-63.1878471 46.2534806,-63.1876539 46.2535168,-63.1876918 46.2536134,-63.1878849 46.2535773))"
"way","1356242080","residential","","","{""building"":""residential""}","POLYGON((-63.1883470 46.2535109,-63.1883107 46.2534050,-63.1881392 46.2534331,-63.1881755 46.2535390,-63.1883470 46.2535109))"
"way","1356242081","residential","","","{""building"":""residential""}","POLYGON((-63.1888477 46.2534203,-63.1887958 46.2533183,-63.1886362 46.2533571,-63.1886880 46.2534591,-63.1888477 46.2534203))"
"way","1356242082","residential","","","{""building"":""residential""}","POLYGON((-63.1892228 46.2533285,-63.1891825 46.2532282,-63.1890256 46.2532583,-63.1890659 46.2533586,-63.1892228 46.2533285))"
"way","1356242083","residential","","","{""building"":""residential""}","POLYGON((-63.1896076 46.2532857,-63.1895622 46.2531867,-63.1893508 46.2532330,-63.1893962 46.2533321,-63.1896076 46.2532857))"
"way","1356242094","residential","","","{""building"":""residential""}","POLYGON((-63.1895352 46.2537298,-63.1894879 46.2536215,-63.1892791 46.2536650,-63.1893263 46.2537734,-63.1895352 46.2537298))"
"way","1356242095","residential","","","{""building"":""residential""}","POLYGON((-63.1892203 46.2537807,-63.1891846 46.2536736,-63.1889520 46.2537106,-63.1890075 46.2538776,-63.1891165 46.2538603,-63.1890966 46.2538004,-63.1892203 46.2537807))"
"way","1356242096","residential","","","{""building"":""residential""}","POLYGON((-63.1888819 46.2538667,-63.1888739 46.2537933,-63.1888241 46.2537959,-63.1888144 46.2537065,-63.1886585 46.2537146,-63.1886718 46.2538368,-63.1887941 46.2538304,-63.1887985 46.2538710,-63.1888819 46.2538667))"
"way","1356242097","residential","","","{""building"":""residential""}","POLYGON((-63.1885444 46.2538691,-63.1885109 46.2537499,-63.1883418 46.2537727,-63.1883847 46.2539249,-63.1885009 46.2539093,-63.1884916 46.2538762,-63.1885444 46.2538691))"
"way","1356242098","residential","","","{""building"":""residential""}","POLYGON((-63.1881733 46.2539703,-63.1881331 46.2538694,-63.1879405 46.2539060,-63.1879807 46.2540070,-63.1881733 46.2539703))"
"way","1356242099","residential","","","{""building"":""residential""}","POLYGON((-63.1878962 46.2540111,-63.1878533 46.2539230,-63.1875720 46.2539886,-63.1876281 46.2541037,-63.1878323 46.2540561,-63.1878191 46.2540290,-63.1878962 46.2540111))"
"way","1356242100","residential","","","{""building"":""residential""}","POLYGON((-63.1875127 46.2540960,-63.1874692 46.2540061,-63.1872837 46.2540489,-63.1873271 46.2541389,-63.1875127 46.2540960))"
"way","1356242101","residential","","","{""building"":""residential""}","POLYGON((-63.1871842 46.2541695,-63.1871405 46.2540760,-63.1869544 46.2541176,-63.1869981 46.2542111,-63.1871842 46.2541695))"
"way","1356242102","residential","","","{""building"":""residential""}","POLYGON((-63.1868383 46.2542322,-63.1867921 46.2541393,-63.1865964 46.2541859,-63.1866426 46.2542787,-63.1868383 46.2542322))"
"way","1356242103","residential","","","{""building"":""residential""}","POLYGON((-63.1865207 46.2542570,-63.1864801 46.2541965,-63.1862636 46.2542659,-63.1863400 46.2543799,-63.1865049 46.2543270,-63.1864690 46.2542736,-63.1865207 46.2542570))"
"way","1356242104","residential","","","{""building"":""residential""}","POLYGON((-63.1857946 46.2546790,-63.1857524 46.2545768,-63.1856889 46.2545894,-63.1856556 46.2545086,-63.1855076 46.2545379,-63.1855720 46.2546939,-63.1856743 46.2546737,-63.1856854 46.2547006,-63.1857946 46.2546790))"
"way","1356242112","residential","","","{""building"":""residential""}","POLYGON((-63.1895713 46.2542291,-63.1895280 46.2541196,-63.1893108 46.2541606,-63.1893541 46.2542701,-63.1895713 46.2542291))"
"way","1356242113","residential","","","{""building"":""residential""}","POLYGON((-63.1892440 46.2542886,-63.1892116 46.2541815,-63.1889981 46.2542123,-63.1890305 46.2543195,-63.1892440 46.2542886))"
"way","1356242114","residential","","","{""building"":""residential""}","POLYGON((-63.1889239 46.2543276,-63.1888936 46.2542222,-63.1886898 46.2542502,-63.1887200 46.2543556,-63.1889239 46.2543276))"
"way","1356242115","residential","","","{""building"":""residential""}","POLYGON((-63.1886310 46.2544050,-63.1885538 46.2542395,-63.1884527 46.2542621,-63.1884734 46.2543064,-63.1883833 46.2543264,-63.1884398 46.2544476,-63.1886310 46.2544050))"
"way","1356242116","residential","","","{""building"":""residential""}","POLYGON((-63.1882944 46.2544354,-63.1882404 46.2543257,-63.1880518 46.2543702,-63.1881058 46.2544798,-63.1882944 46.2544354))"
"way","1356242117","residential","","","{""building"":""residential""}","POLYGON((-63.1879960 46.2545040,-63.1879445 46.2543938,-63.1877492 46.2544374,-63.1878007 46.2545477,-63.1879960 46.2545040))"
"way","1356242118","residential","","","{""building"":""residential""}","POLYGON((-63.1876749 46.2545532,-63.1876342 46.2544630,-63.1874577 46.2545012,-63.1874985 46.2545913,-63.1876749 46.2545532))"
"way","1356242119","residential","","","{""building"":""residential""}","POLYGON((-63.1873884 46.2546308,-63.1873418 46.2545296,-63.1871340 46.2545753,-63.1871806 46.2546765,-63.1873884 46.2546308))"
